PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2025-04-11,20:49:08,2,2,"Lott, Malachi",800733,Left,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,7,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.34321,-0.036927,4.559766,1808.796227,95.183418,9:15,4.27754,-1.94916,5.25772,-40.61797,3.00784,-17.10859,0.8579,0.91849,74.20077,-7.446063,1.534508,0.475383,,,,,,,,,,,,9.94095,1.89744,1.54387,50,4.24393,-8.68648,-117.71311,-1.50596,13.88613,23.27232,-29.52361,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,52c89bf0-1740-11f0-b3ec-b7b50aa593bb,79.28865,,,7.14244,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:49:08,2025-04-11T20:49:07.5810000-05:00,2025-04-12T01:49:07.5810000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,e59ce656-a5b5-4fa3-b4a9-aad554bc468f,55.24473,-118.74548,11.63616,4.28169,-0.19627,-14.7618,1.94287,-9.30248,6.94306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2025-04-11,20:49:22,2,3,"Lott, Malachi",800733,Left,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,7,Top,1,1,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,82.45323,0.235777,3.900666,1925.470857,93.930494,9:15,4.39565,-2.10112,5.29542,-39.56242,2.67319,-18.89769,1.32068,-0.00781,75.33101,-6.988343,0.552241,0.467747,,,,,,,,,,,,10.56134,1.68059,1.76002,50,4.38829,-7.34909,-119.44956,-0.92394,15.22993,23.41827,-29.75054,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,5b579e60-1740-11f0-b3ec-b7b50aa593bb,80.58301,,,7.12222,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:49:22,2025-04-11T20:49:21.9000000-05:00,2025-04-12T01:49:21.9000000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,ea7c712b-900b-412c-852e-3aabf1fa6d4b,55.20664,-120.466,11.70914,4.40036,0.36735,-14.87527,2.09335,-8.01013,7.61496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,2025-04-11,20:49:41,2,4,"Lott, Malachi",800733,Left,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,7,Top,1,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,81.94699,0.801555,2.495812,1824.392278,96.497394,9:15,4.3366,-2.16079,5.26897,-39.18423,3.88992,-20.95304,1.82499,-1.56085,74.2264,-6.387878,-1.221094,0.472367,,,,,,,,,,,,11.16075,2.17433,1.94817,50,4.3815,-4.27319,-118.7306,0.26579,15.75986,25.01932,-29.10369,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,665bbf80-1740-11f0-b3ec-b7b50aa593bb,79.79478,,,7.72059,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:49:41,2025-04-11T20:49:40.5200000-05:00,2025-04-12T01:49:40.5200000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,ab29373d-c373-4957-a797-3b2b4c05a9ea,55.23088,-119.8278,12.50966,4.34186,1.54211,-14.55185,2.15072,-4.96432,7.87993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,2025-04-11,20:49:57,2,5,"Lott, Malachi",800733,Left,HOU_COU,"Hussey, Grant",695555,Left,WES_MOU,Undefined,7,Top,1,2,2,Slider,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,79.00217,-0.23302,1.931856,2596.773125,257.220944,2:30,4.26507,-2.39271,5.2383,-43.11534,3.28154,7.42174,0.45298,0.04225,71.93336,-8.098288,3.248017,0.490248,,,,,,,,,,,,-3.12095,2.15638,2.20912,50,4.21162,-4.16057,-114.49406,-1.94484,-4.09385,23.46886,-29.34545,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,707c8580-1740-11f0-b3ec-b7b50aa593bb,76.88444,,,7.0688,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:49:57,2025-04-11T20:49:57.3390000-05:00,2025-04-12T01:49:57.3390000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,b45689f1-bd3e-47cc-b5e7-4c7981aa895c,55.26183,-115.56759,11.73443,4.26988,-0.6025,-14.67273,2.39515,-3.97331,-2.04693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2025-04-11,20:50:30,3,1,"Lott, Malachi",800733,Left,HOU_COU,"Swain, Chase",701886,Right,WES_MOU,Undefined,7,Top,2,0,0,Sinker,Sinker,InPlay,Undefined,LineDrive,Out,1,0,,88.80608,0.142974,3.186579,1981.280918,112.348841,9:45,4.63469,-1.71811,5.38689,-27.42801,9.23847,-19.24533,2.48324,-0.33192,79.96793,-4.952669,-0.230336,0.435819,86.36978,18.474871,-22.626832,4432.974628,97.97242,29.21774,-50.01389,252.98038,246.74622,-33.61445,3.076672,10.7376,4.95949,1.44732,50,4.62845,-6.2992,-128.59271,-0.66536,17.71503,30.3266,-23.99184,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,842f3f00-1740-11f0-b3ec-b7b50aa593bb,86.48647,31.18363,,8.83814,,,,0.67086,2.45261,0.34988,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:50:30,2025-04-11T20:50:30.4780000-05:00,2025-04-12T01:50:30.4780000Z,LineDrive,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Jackson, Riley",803578,Right,HOU_COU,e119fff5-f74b-4d09-886c-2a6fa8eea18f,55.11375,-129.79311,15.1633,4.63599,0.28429,-11.99592,1.71054,-7.0004,8.85751,130.929113,0.67104,110.88997,-23.26847,4.90566,-0.74852,-0.0085,0.04099,-0.01009,0.0009,2.45244,40.15105,-14.61537,0.53179,-0.24268,0.18359,-0.07067,0.01441,-0.0012,0.34995,-46.22956,-1.74718,1.29324,-0.2557,-0.02478,0.02508,-0.00545,0.00042,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,2025-04-11,20:53:19,1,1,"Kirn, Griffin",822488,Left,WES_MOU,"DeJesus, Coby",812362,Right,HOU_COU,Undefined,7,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,77.50198,2.315552,1.379064,2658.15301,257.268265,2:30,5.20443,-3.78515,4.89811,-43.79475,4.8987,14.57847,3.74689,-1.26562,70.47426,-5.659464,3.943641,0.502235,,,,,,,,,,,,-6.72154,2.24221,3.63737,50,5.39507,-3.31681,-112.22663,2.99307,-8.51549,21.56884,-29.33342,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,e8d16c30-1740-11f0-b3ec-b7b50aa593bb,75.04946,,,7.02772,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:53:19,2025-04-11T20:53:19.3860000-05:00,2025-04-12T01:53:19.3860000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,831988de-3074-46e8-a566-f47c152361d4,55.60066,-113.2979,10.78442,5.21023,4.45,-14.66671,3.79161,-2.89386,-4.25775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2025-04-11,20:53:36,1,2,"Kirn, Griffin",822488,Left,WES_MOU,"DeJesus, Coby",812362,Right,HOU_COU,Undefined,7,Bottom,0,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.80844,1.877705,1.955505,2769.069362,240.407773,2:00,5.14732,-3.87003,4.86781,-43.92065,4.27689,4.79449,3.26598,-1.61909,70.98654,-6.100312,2.798673,0.499671,,,,,,,,,,,,-1.78717,2.06819,3.67319,50,5.29544,-4.05055,-112.69841,2.12786,-2.29219,21.0044,-29.52142,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,f2a43940-1740-11f0-b3ec-b7b50aa593bb,75.43456,,,6.8219,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:53:36,2025-04-11T20:53:35.8580000-05:00,2025-04-12T01:53:35.8580000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,1304bdab-549b-47e8-ab18-194015f2708d,55.63094,-113.74304,10.5022,5.1531,3.59608,-14.76071,3.8718,-3.93655,-1.1461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,2025-04-11,20:53:54,1,3,"Kirn, Griffin",822488,Left,WES_MOU,"DeJesus, Coby",812362,Right,HOU_COU,Undefined,7,Bottom,0,2,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.37364,-1.012041,3.925878,2185.279587,137.260022,10:30,5.49191,-3.56428,5.2297,-19.54863,16.95918,-14.42981,2.90912,-1.07036,80.37743,-4.697097,1.375883,0.434875,,,,,,,,,,,,8.36437,9.13977,3.21297,50,5.38443,-8.17818,-129.17718,-2.93721,13.94378,30.27696,-16.93768,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,fd61db80-1740-11f0-b3ec-b7b50aa593bb,86.6742,,,8.99621,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:53:54,2025-04-11T20:53:53.9710000-05:00,2025-04-12T01:53:53.9710000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,fb84969e-5a5d-4c13-87b4-762d5a6d3c97,55.26685,-130.40579,15.13848,5.48967,-2.2499,-8.46884,3.55631,-8.74401,6.97189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,2025-04-11,20:54:12,1,4,"Kirn, Griffin",822488,Left,WES_MOU,"DeJesus, Coby",812362,Right,HOU_COU,Undefined,7,Bottom,0,2,1,Fastball,Sinker,InPlay,Undefined,LineDrive,Single,0,0,,89.89016,-1.204946,5.345848,2301.303825,138.292871,10:30,5.51464,-3.41482,5.31977,-19.36131,16.63292,-13.66595,2.76524,0.47805,81.05158,-4.849284,2.9353,0.431805,95.56553,10.125285,-11.234437,846.687116,107.96791,13.24284,-21.04511,206.19149,206.19149,-10.555445,1.868775,8.53764,9.08308,2.93974,50,5.39162,-11.52095,-129.7664,-3.38883,14.39522,29.98888,-16.85916,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,07ebeaa0-1741-11f0-b3ec-b7b50aa593bb,87.29035,13.24259,,8.83858,,,,2.39235,2.81339,-0.43385,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:54:12,2025-04-11T20:54:11.5010000-05:00,2025-04-12T01:54:11.5010000Z,LineDrive,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,bb3d1fda-c614-4700-a260-d1414bebcbd5,55.18011,-130.95805,14.99444,5.51297,-2.71891,-8.42958,3.40891,-12.09296,7.19761,180.833729,2.39234,135.33707,-21.07802,4.44768,-0.75705,-0.03075,0.09106,-0.03268,0.00428,2.81341,24.63932,-15.10341,0.7893,-0.28609,0.23205,-0.12609,0.03767,-0.00465,-0.43386,-26.88037,4.24399,-0.3501,0.15603,-0.18636,0.11316,-0.03464,0.00431,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,2025-04-11,20:54:54,2,1,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,7,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,78.11898,1.918327,1.111328,2507.69751,242.583329,2:00,5.17085,-3.6823,4.99735,-45.10274,2.63099,1.98374,3.22446,-2.46762,70.98764,-6.299341,1.461413,0.497261,,,,,,,,,,,,-0.64217,1.25398,3.57372,50,5.31927,-2.2789,-113.16236,2.1886,-0.82695,21.98606,-30.55924,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,2144de80-1741-11f0-b3ec-b7b50aa593bb,75.80018,,,7.13134,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:54:54,2025-04-11T20:54:54.1080000-05:00,2025-04-12T01:54:54.1080000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,a7b68c45-1968-45db-8f46-09011c4eeabb,55.50087,-114.22611,10.99303,5.17761,3.66715,-15.27962,3.68301,-2.23889,-0.41348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2025-04-11,20:55:55,2,2,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,7,Bottom,0,1,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.09425,-0.558455,6.569998,2231.140015,120.329765,10:00,5.0175,-3.75051,5.89731,-30.02242,11.30981,-16.7906,1.99371,0.97689,75.07881,-6.164216,3.585129,0.462717,,,,,,,,,,,,10.57402,6.3926,3.22892,50,4.9552,-13.1268,-119.82898,-2.10282,15.21687,25.37263,-22.97459,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,45e0d140-1741-11f0-b3ec-b7b50aa593bb,81.45891,,,8.01544,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:55:55,2025-04-11T20:55:55.3980000-05:00,2025-04-12T01:55:55.3980000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,3f680714-a5ff-4f38-a729-3d1dae59047f,54.60186,-120.79944,12.68632,5.01883,-1.22408,-11.48729,3.74213,-13.70882,7.60844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,2025-04-11,20:56:34,2,3,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,7,Bottom,0,2,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,89.03316,0.165962,2.328004,2190.343248,136.615333,10:30,5.39501,-3.59771,5.3521,-18.59824,17.9791,-15.72111,4.00095,-2.72307,79.87997,-3.370889,-0.462518,0.435289,,,,,,,,,,,,8.48914,9.28898,3.39908,50,5.39713,-4.48922,-128.87762,-0.20823,14.05759,30.63695,-16.79195,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,5c8d90e0-1741-11f0-b3ec-b7b50aa593bb,86.59178,,,9.15318,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:56:34,2025-04-11T20:56:33.6090000-05:00,2025-04-12T01:56:33.6090000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,b920792e-55de-4370-929a-720d15fc961e,55.14288,-130.09444,15.31848,5.39216,0.4587,-8.39598,3.58847,-5.04755,7.02879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,2025-04-11,20:57:33,2,4,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,7,Bottom,0,3,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.29115,-0.97957,5.58398,2212.887625,138.766396,10:45,5.4481,-3.57665,5.47776,-19.19725,17.04505,-13.80568,2.92724,0.51467,80.57379,-4.605119,3.143392,0.433291,,,,,,,,,,,,8.60107,9.23504,3.09428,50,5.34897,-11.96854,-128.87741,-2.82582,14.3326,29.08833,-16.78498,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,80258120-1741-11f0-b3ec-b7b50aa593bb,86.99112,,,8.71736,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:57:33,2025-04-11T20:57:33.3560000-05:00,2025-04-12T01:57:33.3560000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,cb7c825e-5f27-414d-8d2f-c1b5a3020630,55.02013,-130.00555,14.54416,5.44594,-2.17485,-8.39249,3.56923,-12.5244,7.1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,2025-04-11,20:58:11,2,5,"Kirn, Griffin",822488,Left,WES_MOU,"Tatom, Jake",812471,Right,HOU_COU,Undefined,7,Bottom,0,3,1,Fastball,Sinker,BallCalled,Walk,Undefined,Undefined,0,0,,88.67606,0.248318,4.389673,2233.294614,134.646926,10:30,5.38898,-3.46298,5.37926,-21.41403,15.31021,-14.19887,3.83795,-0.52298,80.04014,-3.771812,1.876659,0.436162,,,,,,,,,,,,8.39697,7.96374,3.07942,50,5.39656,-9.18985,-128.2258,-0.15894,13.85936,28.65297,-19.02972,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,9696be60-1741-11f0-b3ec-b7b50aa593bb,86.41844,,,8.63592,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,1:58:11,2025-04-11T20:58:11.0000000-05:00,2025-04-12T01:58:11.0000000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,c5cd56e9-c620-492e-960b-f6a56ca7a228,55.11864,-129.36454,14.32648,5.38784,0.59735,-9.51486,3.45559,-9.74065,6.92968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2025-04-11,21:02:05,3,1,"Bassinger, Reese",832303,Right,WES_MOU,"Climie, Cade",702691,Right,HOU_COU,Undefined,7,Bottom,0,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.14111,0.759788,-3.320995,2040.462456,266.59284,3:00,4.70013,2.96256,5.5338,-33.6188,2.39969,19.47564,2.61003,1.47769,80.70355,-5.435191,0.14641,0.431951,,,,,,,,,,,,-10.79355,1.36335,-2.68706,50,4.74401,6.61651,-129.15331,0.45721,-18.06366,29.20646,-29.89241,HOU_COU,WES_MOU,UofHouston,D1,BIG12,20250411-UofHouston-1,22161bc0-1742-11f0-b3ec-b7b50aa593bb,87.26096,,,8.43756,,,,,,,9213d888-0cbc-4f37-a1cd-4df0d56ba8dc,2025-04-12,2:02:05,2025-04-11T21:02:04.8850000-05:00,2025-04-12T02:02:04.8850000Z,,v3,3030,5327,11 April 2025 19:30-wvirginia@houston,"Sauve, Logan",702524,Right,WES_MOU,2e3e0eb2-caa7-41fc-96a4-45e2cdd0b0b3,54.96688,-130.27167,14.60323,4.70459,1.60184,-14.9462,-2.95365,7.3082,-9.03183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
